Timecode,Cue,Start,End,Duration,BPM,Key,Instruments,Genres,Style
00:00:00:00,Cue 1,0.00,16.82,16.82,139.8,A Minor,"Guitar, Plucked string instrument, Electric guitar, Bass guitar, Percussion, Acoustic guitar, Drum kit, Drum","Rock music, Grunge, Progressive rock","rock, cinematic percussion"
